SN,YEAR,QTR,MONTH,PROJECT_CODE,PROJECT_NAME,ACCOUNT_NAME,PRACTICE_AREA,BU,B_ TYPE,REGION_COUNTRY,ENTITY_INDIA_US,TOTAL_RESOURCES,TOTAL_REVENUE,TOTAL_DIRECT_COST,NET_MARGIN,EBIDTA
501,2022-23,Q3,09/04/25,SS300339,Software Service-PMB Indices -Website Mtns & Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,4.30,5.16,3.12,2.04,1.84
502,2022-23,Q3,09/05/25,SS400305,Software Service -PMB-SnowFlake Migration,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,17.00,33.33,16.17,17.17,16.40
503,2022-23,Q3,09/06/25,CC400041,Customer Care Services - NOW -PMB-MSM,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,31.48,13.06,12.23,0.83,-0.58
504,2022-23,Q3,09/07/25,CC400044,Customer Care Services - Regulatory Function  -PMB,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,30.93,16.66,9.17,7.49,6.10
505,2022-23,Q3,09/08/25,CC400048,Customer Care Services - PMB IFSC-Helpdesk Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,5.58,4.85,2.60,2.26,2.01
506,2022-23,Q3,09/09/25,IM300052,IMS - PMB - Stratus MMC Services,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,3.96,48.53,53.78,-5.24,-5.42
507,2022-23,Q3,09/10/25,IM300091,IMS- PMB- Co-Location Project,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,53.61,143.54,31.20,112.34,109.92
508,2022-23,Q3,09/11/25,IM300158,IMS - PMB - Stratus T&M,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,5.08,35.35,6.97,28.38,28.15
509,2022-23,Q3,09/12/25,IM400212,IMS-PMB-BCP,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,92.96,119.68,62.29,57.39,53.21
510,2022-23,Q3,09/13/25,IM400216,IMS-PMB-Incident Manager,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,2.00,3.26,2.08,1.18,1.09
511,2022-23,Q3,09/14/25,IM400218,IMS-PMB-Project Management (PMO),PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,2.00,2.67,1.65,1.02,0.93
512,2022-23,Q3,09/15/25,IS400003,ISRC - PMB,PMB,ISRC,Digital,Project,IND,PMBIT-IND-SA,,66.65,8.99,57.67,57.67
513,2022-23,Q3,09/16/25,SS300256,Software Service - PMB-Enterprise Applications support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,34.87,38.31,25.71,12.60,11.03
514,2022-23,Q3,09/17/25,SS300266,Software Service - PMB - CTCL-CRM Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,11.00,10.00,7.98,2.02,1.52
515,2022-23,Q3,09/18/25,SS400224,Software Services - PMB Infotech Gift City -Support Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,67.97,244.60,64.44,180.16,177.10
516,2022-23,Q3,09/19/25,SS400250,Software Services - PMB -Trading Test Environment Management,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,17.00,23.28,12.37,10.91,10.14
517,2022-23,Q3,09/20/25,SS400283,Software Service - PMB-PSM & Epsilon,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,34.42,74.04,41.63,32.41,30.86
518,2022-23,Q3,09/21/25,PN399999,Practice Bench – PSG Non PMB,PMB,PSG-Non PMB,Digital,Bench,IND,PMBIT-IND-SA,1.69,,0.00,-4.26,-4.29
519,2022-23,Q3,09/22/25,PN499999,Practice Bench-PSG -PMB,PMB,PSG-PMB,Digital,Bench,IND,PMBIT-IND-SA,3.42,,0.00,-4.18,-4.23
520,2022-23,Q3,09/23/25,ST400179,Software Testing-LIB-T&M,LIB,PSG-Non PMB,Digital,Project,IND,PMBIT-IND-SA,96.06,126.05,49.30,76.75,72.43
521,2022-23,Q3,09/24/25,SS400046,Software Services - T&M - PMB - Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,123.15,201.69,120.82,80.87,75.33
522,2022-23,Q3,09/25/25,SS400249,Software Services - PMB IFSC Gift City Trading Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,62.10,94.69,59.46,35.23,32.44
523,2022-23,Q3,09/26/25,SS400303,Software Service -PMB-Collateral segregation,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,2.00,4.07,1.75,2.32,2.23
524,2022-23,Q3,09/27/25,ST400176,Software Testing - T&M - PMB - BAT,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,4.00,2.19,2.40,-0.21,-0.39
525,2022-23,Q3,09/28/25,ST400204,Software Testing- PMB -Web Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,6.00,9.68,2.22,7.46,7.19
526,2022-23,Q3,09/29/25,ST400211,Software Testing-PMB -MF Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.00,3.63,1.48,2.15,2.06
527,2022-23,Q4,09/30/25,SP100154,Software Products- PMB-Solace Agent for ITRS,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,7.22,5.98,1.24,1.24
528,2022-23,Q4,10/01/25,SP100157,Software Products -PMB-Dataswitch Licence,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,,13.71,9.03,4.68,4.68
529,2022-23,Q4,10/02/25,SS300292,Software Service - PMB XBRL -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.25,3.17,2.35,0.83,0.73
530,2022-23,Q4,10/03/25,SS300295,Software Service - PMB- Contract Generation AMC Support ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,7.00,10.83,9.17,1.66,1.35
531,2022-23,Q4,10/04/25,SS300299,Software Service - PMB-Neaps AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,4.00,,2.17,-2.17,-2.35
532,2022-23,Q4,10/05/25,SS300318,Software Service -PMB-STP Support HUB,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.20,2.75,0.87,1.88,1.82
533,2022-23,Q4,10/06/25,SS300328,Software Service -PMB-XBRL - Misc,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.35,4.25,3.79,0.46,0.40
534,2022-23,Q4,10/07/25,SS300330,Software Service -PMB-Solace Onsite Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,13.42,13.40,0.03,0.03
535,2022-23,Q4,10/08/25,SS400287,Software Service -Contract Generation - Production Support,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.00,2.98,1.50,1.48,1.39
536,2022-23,Q4,10/09/25,SS400290,PMB- Solace -Enhanced Support,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.00,28.74,23.99,4.74,4.65
537,2022-23,Q4,10/10/25,SS400294,Software Service -PMB-IFSC-Website Dev & Mtns,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,4.58,7.14,3.97,3.17,2.96
538,2022-23,Q4,10/11/25,SS400306,Software Service -PMB-Website,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,31.61,42.38,37.50,4.88,3.46
539,2022-23,Q4,10/12/25,SS400308,Software Service -PMB-Data Scientist (Surveillance) ,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.05,6.09,3.55,2.54,2.49
540,2022-23,Q4,10/13/25,SS400312,Software Service -PMB-VGT Load Pumping,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,7.35,10.96,7.14,3.81,3.48
541,2022-23,Q4,10/14/25,SS400322,Software Services-PMB (BKC)-New Batch ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,106.00,,41.18,-41.18,-45.95
542,2022-23,Q4,10/15/25,SS400324,Software Services-PMB SEBI-Surveilance,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,,1.54,-1.54,-1.59
543,2022-23,Q4,10/16/25,SS400325,Software Services-PMB DWH PM Office,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,,2.24,-2.24,-2.29
544,2022-23,Q4,10/17/25,RP100001,RPA - PMB - Robotic Automation,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,,,0.00,0.00,0.00
545,2022-23,Q4,10/18/25,RP100009,RPA - LIB-Automation Licence,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,,26.30,21.38,4.92,4.92
546,2022-23,Q4,10/19/25,RP300009,RPA - Automation (24 Process ) - PMB,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,2.05,7.50,1.73,5.77,5.67
547,2022-23,Q4,10/20/25,RP300013,RPA - Automation -LIB,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,14.30,16.62,8.03,8.60,7.95
548,2022-23,Q4,10/21/25,RP400001,RPA - PMB - Robotic Automation  T&M,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,6.33,10.42,3.33,7.08,6.80
549,2022-23,Q4,10/22/25,RP400011,RPA - LIB -T&M,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,5.00,2.21,2.17,0.04,-0.19
550,2022-23,Q4,10/23/25,SS300262,Software Service - PMB- Document Management System,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.55,-0.55,-0.55
551,2022-23,Q4,10/24/25,SS300271,Software Service - PMB - PPMS,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,4.75,0.00,4.75,4.75
552,2022-23,Q4,10/25/25,SS300283,Software Services - PMB - Trading Simulator,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.15,1.00,1.18,-0.18,-0.28
553,2022-23,Q4,10/26/25,SS300305,Software Service -PMB-DMS-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,7.14,0.55,6.59,6.59
554,2022-23,Q4,10/27/25,SS300308,Software Service-PMB-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.25,2.33,1.37,0.96,0.91
555,2022-23,Q4,10/28/25,SS300314,Software Service -PMB-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,1.30,1.19,0.10,0.10
556,2022-23,Q4,10/29/25,SS300332,Software Service-PMB-Volume Gen. Onsite Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.15,3.10,1.43,1.66,1.57
557,2022-23,Q4,10/30/25,PD499999,Practice Bench –  PMB-Data & Analytics ,PMB,Data & Analytics,Digital,Bench,IND,PMBIT-IND-SA,1.30,,0.00,-2.51,-2.49
558,2022-23,Q4,10/31/25,SP100152,Software Products- PMB-Client Profiling,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,,57.00,45.00,12.00,12.00
559,2022-23,Q4,11/01/25,SS300303,Software Service -PMB -Client & TM Profiling,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,19.35,33.94,18.38,15.57,14.69
560,2022-23,Q4,11/02/25,SS300339,Software Service-PMB Indices -Website Mtns & Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,3.30,5.16,2.62,2.54,2.39
561,2022-23,Q4,11/03/25,SS400305,Software Service -PMB-SnowFlake Migration,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,17.35,33.33,16.91,16.42,15.64
562,2022-23,Q4,11/04/25,CC400037,Customer Care Services - NOW Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,0.71,,0.34,-0.34,-0.38
563,2022-23,Q4,11/05/25,CC400041,Customer Care Services - NOW -PMB-MSM,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,31.32,13.06,11.31,1.76,0.35
564,2022-23,Q4,11/06/25,CC400044,Customer Care Services - Regulatory Function  -PMB,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,32.65,18.25,9.27,8.98,7.51
565,2022-23,Q4,11/07/25,CC400048,Customer Care Services - PMB IFSC-Helpdesk Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,6.29,4.99,2.90,2.09,1.81
566,2022-23,Q4,11/08/25,IM300052,IMS - PMB - Stratus MMC Services,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,4.37,45.84,50.19,-4.35,-4.55
567,2022-23,Q4,11/09/25,IM300091,IMS- PMB- Co-Location Project,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,54.00,143.54,28.41,115.14,112.71
568,2022-23,Q4,11/10/25,IM300158,IMS - PMB - Stratus T&M,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,5.51,22.33,6.36,15.97,15.72
569,2022-23,Q4,11/11/25,IM400212,IMS-PMB-BCP,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,91.32,114.00,65.00,49.00,44.89
570,2022-23,Q4,11/12/25,IM400216,IMS-PMB-Incident Manager,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,2.00,3.33,1.94,1.39,1.30
571,2022-23,Q4,11/13/25,IM400218,IMS-PMB-Project Management (PMO),PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,2.00,2.67,1.57,1.10,1.01
572,2022-23,Q4,11/14/25,IC400001,ICS - PMB (BKC) - New Batch,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,25.00,,6.92,-6.92,-8.04
573,2022-23,Q4,11/15/25,IC400002,ICS - PMB BCP (Chennai)-New Batch,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,14.00,,3.91,-3.91,-4.54
574,2022-23,Q4,11/16/25,IS400003,ISRC - PMB,PMB,ISRC,Digital,Project,IND,PMBIT-IND-SA,,,19.67,-19.67,-19.67
575,2022-23,Q4,11/17/25,SS300256,Software Service - PMB-Enterprise Applications support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,34.94,54.15,25.18,28.97,27.40
576,2022-23,Q4,11/18/25,SS300266,Software Service - PMB - CTCL-CRM Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,11.00,10.00,7.44,2.56,2.06
577,2022-23,Q4,11/19/25,SS400224,Software Services - PMB Infotech Gift City -Support Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,65.68,82.55,60.62,21.93,18.98
578,2022-23,Q4,11/20/25,SS400250,Software Services - PMB -Trading Test Environment Management,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,17.00,23.51,11.59,11.91,11.15
579,2022-23,Q4,11/21/25,SS400283,Software Service - PMB-PSM & Epsilon,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,34.00,47.00,30.95,16.05,14.52
580,2022-23,Q4,11/22/25,PN399999,Practice Bench – PSG Non PMB,PMB,PSG-Non PMB,Digital,Bench,IND,PMBIT-IND-SA,0.41,,0.00,-3.09,-3.09
581,2022-23,Q4,11/23/25,PN499999,Practice Bench-PSG -PMB,PMB,PSG-PMB,Digital,Bench,IND,PMBIT-IND-SA,1.32,,0.00,-3.49,-3.48
582,2022-23,Q4,11/24/25,ST400179,Software Testing-LIB-T&M,LIB,PSG-Non PMB,Digital,Project,IND,PMBIT-IND-SA,96.78,84.56,47.77,36.79,32.43
583,2022-23,Q4,11/25/25,SS400046,Software Services - T&M - PMB - Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,126.27,278.04,111.30,166.74,161.06
584,2022-23,Q4,11/26/25,SS400249,Software Services - PMB IFSC Gift City Trading Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,66.23,96.44,59.94,36.50,33.52
585,2022-23,Q4,11/27/25,SS400303,Software Service -PMB-Collateral segregation,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,2.05,3.39,1.84,1.55,1.46
586,2022-23,Q4,11/28/25,ST400176,Software Testing - T&M - PMB - BAT,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,4.00,4.41,2.24,2.17,1.99
587,2022-23,Q4,11/29/25,ST400204,Software Testing- PMB -Web Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,6.00,9.40,2.13,7.28,7.01
588,2022-23,Q4,11/30/25,ST400211,Software Testing-PMB -MF Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.74,4.14,1.86,2.28,2.16
589,2022-23,Q4,12/01/25,SP100154,Software Products- PMB-Solace Agent for ITRS,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,6.52,6.35,0.17,0.17
590,2022-23,Q4,12/02/25,SP100157,Software Products -PMB-Dataswitch Licence,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,,13.71,9.03,4.68,4.68
591,2022-23,Q4,12/03/25,SS300292,Software Service - PMB XBRL -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.25,3.17,2.68,0.49,0.39
592,2022-23,Q4,12/04/25,SS300295,Software Service - PMB- Contract Generation AMC Support ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,7.82,9.27,10.52,-1.24,-1.59
593,2022-23,Q4,12/05/25,SS300299,Software Service - PMB-Neaps AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,4.00,,2.71,-2.71,-2.89
594,2022-23,Q4,12/06/25,SS300318,Software Service -PMB-STP Support HUB,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,0.05,2.75,0.17,2.58,2.58
595,2022-23,Q4,12/07/25,SS300328,Software Service -PMB-XBRL - Misc,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.35,22.25,17.04,5.21,5.15
596,2022-23,Q4,12/08/25,SS300330,Software Service -PMB-Solace Onsite Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,13.42,13.66,-0.23,-0.23
597,2022-23,Q4,12/09/25,SS400287,Software Service -Contract Generation - Production Support,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.00,2.85,1.48,1.37,1.28
598,2022-23,Q4,12/10/25,SS400290,PMB- Solace -Enhanced Support,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.00,28.74,24.31,4.43,4.34
599,2022-23,Q4,12/11/25,SS400294,Software Service -PMB-IFSC-Website Dev & Mtns,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,5.00,8.50,3.97,4.53,4.31
600,2022-23,Q4,12/12/25,SS400306,Software Service -PMB-Website,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,30.65,45.70,50.99,-5.29,-6.67
601,2022-23,Q4,12/13/25,SS400308,Software Service -PMB-Data Scientist (Surveillance) ,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.05,5.23,3.55,1.68,1.63
602,2022-23,Q4,12/14/25,SS400312,Software Service -PMB-VGT Load Pumping,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,6.35,11.80,6.27,5.53,5.24
603,2022-23,Q4,12/15/25,SS400322,Software Services-PMB (BKC)-New Batch ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,106.00,144.00,41.40,102.60,97.83
604,2022-23,Q4,12/16/25,SS400324,Software Services-PMB SEBI-Surveilance,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,1.03,1.04,-0.02,-0.06
605,2022-23,Q4,12/17/25,SS400325,Software Services-PMB DWH PM Office,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,3.23,2.24,0.98,0.94
606,2022-23,Q4,12/18/25,RP100009,RPA - LIB-Automation Licence,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,,-3.58,0.00,-3.58,-3.58
607,2022-23,Q4,12/19/25,RP300009,RPA - Automation (24 Process ) - PMB,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,2.05,,1.79,-1.79,-1.88
608,2022-23,Q4,12/20/25,RP300013,RPA - Automation -LIB,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,11.55,20.23,6.78,13.45,12.93
609,2022-23,Q4,12/21/25,RP400001,RPA - PMB - Robotic Automation  T&M,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,6.20,7.76,4.12,3.63,3.36
610,2022-23,Q4,12/22/25,RP400011,RPA - LIB -T&M,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,5.00,2.21,1.93,0.28,0.05
611,2022-23,Q4,12/23/25,SS300262,Software Service - PMB- Document Management System,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.55,-0.55,-0.55
612,2022-23,Q4,12/24/25,SS300283,Software Services - PMB - Trading Simulator,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.15,1.00,1.36,-0.36,-0.46
613,2022-23,Q4,12/25/25,SS300305,Software Service -PMB-DMS-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.55,-0.55,-0.55
614,2022-23,Q4,12/26/25,SS300308,Software Service-PMB-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.25,2.33,1.52,0.81,0.76
615,2022-23,Q4,12/27/25,SS300314,Software Service -PMB-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.20,1.04,-0.83,-0.83
616,2022-23,Q4,12/28/25,SS300332,Software Service-PMB-Volume Gen. Onsite Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.20,3.39,1.67,1.72,1.62
617,2022-23,Q4,12/29/25,PD499999,Practice Bench –  PMB-Data & Analytics ,PMB,Data & Analytics,Digital,Bench,IND,PMBIT-IND-SA,1.25,,0.00,-2.09,-2.07
618,2022-23,Q4,12/30/25,SS300303,Software Service -PMB -Client & TM Profiling,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,19.35,33.94,24.00,9.94,9.07
619,2022-23,Q4,12/31/25,SS300339,Software Service-PMB Indices -Website Mtns & Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,3.25,5.16,2.64,2.52,2.37
620,2022-23,Q4,01/01/26,SS400305,Software Service -PMB-SnowFlake Migration,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,17.35,33.33,16.14,17.20,16.42
621,2022-23,Q4,01/02/26,CC400037,Customer Care Services - NOW Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,1.00,2.01,0.46,1.54,1.50
622,2022-23,Q4,01/03/26,CC400041,Customer Care Services - NOW -PMB-MSM,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,30.93,13.06,11.50,1.56,0.17
623,2022-23,Q4,01/04/26,CC400044,Customer Care Services - Regulatory Function  -PMB,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,32.04,17.37,9.21,8.16,6.72
624,2022-23,Q4,01/05/26,CC400048,Customer Care Services - PMB IFSC-Helpdesk Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,7.00,6.00,3.62,2.38,2.06
625,2022-23,Q4,01/06/26,IM300052,IMS - PMB - Stratus MMC Services,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,4.38,96.49,81.65,14.85,14.65
626,2022-23,Q4,01/07/26,IM300091,IMS- PMB- Co-Location Project,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,58.14,143.54,32.58,110.96,108.35
627,2022-23,Q4,01/08/26,IM300158,IMS - PMB - Stratus T&M,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,5.52,18.20,5.64,12.56,12.31
628,2022-23,Q4,01/09/26,IM400212,IMS-PMB-BCP,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,90.79,141.69,61.69,80.01,75.92
629,2022-23,Q4,01/10/26,IM400216,IMS-PMB-Incident Manager,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,2.00,3.33,1.94,1.38,1.29
630,2022-23,Q4,01/11/26,IM400218,IMS-PMB-Project Management (PMO),PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,2.00,-5.32,1.57,-6.89,-6.98
631,2022-23,Q4,01/12/26,IC400001,ICS - PMB (BKC) - New Batch,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,23.42,32.98,7.20,25.78,24.73
632,2022-23,Q4,01/13/26,IC400002,ICS - PMB BCP (Chennai)-New Batch,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,47.22,41.82,13.38,28.44,26.32
633,2022-23,Q4,01/14/26,IS400003,ISRC - PMB,PMB,ISRC,Digital,Project,IND,PMBIT-IND-SA,,,19.67,-19.67,-19.67
634,2022-23,Q4,01/15/26,SS300256,Software Service - PMB-Enterprise Applications support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,34.36,40.60,24.95,15.65,14.10
635,2022-23,Q4,01/16/26,SS300266,Software Service - PMB - CTCL-CRM Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,11.00,10.00,7.76,2.24,1.75
636,2022-23,Q4,01/17/26,SS400224,Software Services - PMB Infotech Gift City -Support Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,67.96,79.38,62.85,16.53,13.47
637,2022-23,Q4,01/18/26,SS400250,Software Services - PMB -Trading Test Environment Management,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,17.00,22.04,11.59,10.45,9.68
638,2022-23,Q4,01/19/26,SS400283,Software Service - PMB-PSM & Epsilon,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,33.04,61.41,33.12,28.30,26.81
639,2022-23,Q4,01/20/26,PN399999,Practice Bench – PSG Non PMB,PMB,PSG-Non PMB,Digital,Bench,IND,PMBIT-IND-SA,,,0.00,-0.13,-0.13
640,2022-23,Q4,01/21/26,PN499999,Practice Bench-PSG -PMB,PMB,PSG-PMB,Digital,Bench,IND,PMBIT-IND-SA,1.54,,0.00,-3.37,-3.35
641,2022-23,Q4,01/22/26,ST400179,Software Testing-LIB-T&M,LIB,PSG-Non PMB,Digital,Project,IND,PMBIT-IND-SA,98.00,83.11,48.91,34.21,29.80
642,2022-23,Q4,01/23/26,SS400046,Software Services - T&M - PMB - Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,125.85,212.10,113.47,98.63,92.97
643,2022-23,Q4,01/24/26,SS400249,Software Services - PMB IFSC Gift City Trading Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,65.61,111.00,57.14,53.86,50.91
644,2022-23,Q4,01/25/26,SS400303,Software Service -PMB-Collateral segregation,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,2.05,6.45,1.84,4.61,4.52
645,2022-23,Q4,01/26/26,ST400176,Software Testing - T&M - PMB - BAT,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,4.00,4.57,2.31,2.26,2.08
646,2022-23,Q4,01/27/26,ST400204,Software Testing- PMB -Web Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,6.00,8.18,2.11,6.06,5.79
647,2022-23,Q4,01/28/26,ST400211,Software Testing-PMB -MF Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,3.00,2.23,2.51,-0.28,-0.42
648,2022-23,Q4,01/29/26,SP100154,Software Products- PMB-Solace Agent for ITRS,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,7.22,7.03,0.19,0.19
649,2022-23,Q4,01/30/26,SP100157,Software Products -PMB-Dataswitch Licence,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,,13.71,9.03,4.68,4.68
650,2022-23,Q4,01/31/26,SS300099,Software Services - PMB Birdstep- Dev and Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,127.39,84.21,43.18,43.18
